FID,OSREF,COUNTRY,Year,Shape_Leng,Field,Current_Ye,Country_Si,F_year,Shape__Area,Shape__Length
392,NH12,Scotland,0,40000,0, ,Scotland,,100000000,40000
393,NH13,Scotland,0,40000,0, ,Scotland,,100000000,40000
394,NH14,Scotland,0,40000,0, ,Scotland,,100000000,40000
395,NH15,Scotland,0,40000,0, ,Scotland,,100000000,40000
396,NH16,Scotland,0,40000,0, ,Scotland,,100000000,40000
397,NH17,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
398,NH18,Scotland,2019,40000,0,YES,Scotland,2019/01/01 00:00:00+00,100000000,40000
399,NH19,Scotland,0,40000,0, ,Scotland,,100000000,40000
400,NC10,Scotland,0,40000,0, ,Scotland,,100000000,40000
401,NC11,Scotland,0,40000,0, ,Scotland,,100000000,40000
402,NC12,Scotland,0,40000,0, ,Scotland,,100000000,40000
403,NC13,Scotland,0,40000,0, ,Scotland,,100000000,40000
404,NC14,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
405,NC16,Scotland,0,40000,0, ,Scotland,,100000000,40000
406,SX25,England,2019,40000,0,YES,England,2019/01/01 00:00:00+00,100000000,40000
407,SX26,England,2014,40000,0, ,England,2014/01/01 00:00:00+00,100000000,40000
408,SX27,England,0,40000,0, ,England,,100000000,40000
409,SX28,England,2020,40000,0, ,England,2020/01/01 00:00:00+00,100000000,40000
410,SX29,England,0,40000,0, ,England,,100000000,40000
411,SS20,England,0,40000,0, ,England,,100000000,40000
412,SS21,England,2020,40000,0, ,England,2020/01/01 00:00:00+00,100000000,40000
413,SS22,England,0,40000,0, ,England,,100000000,40000
414,SN20,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
415,SN21,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
416,SN22,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
417,SN23,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
418,SN24,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
419,SN25,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
420,SH23,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
421,SH24,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
422,SH27,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
423,SH28,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
424,SH29,Wales,0,40000,0, ,Wales,,100000000,40000
425,NX24,Scotland,0,40000,0, ,Scotland,,100000000,40000
426,NX25,Scotland,2022,40000,0, ,Scotland,2022/01/01 00:00:00+00,100000000,40000
427,NX26,Scotland,0,40000,0, ,Scotland,,100000000,40000
428,NX27,Scotland,0,40000,0, ,Scotland,,100000000,40000
429,NX28,Scotland,0,40000,0, ,Scotland,,100000000,40000
430,NX29,Scotland,0,40000,0, ,Scotland,,100000000,40000
431,NS20,Scotland,0,40000,0, ,Scotland,,100000000,40000
432,NS21,Scotland,0,40000,0, ,Scotland,,100000000,40000
433,NS22,Scotland,0,40000,0, ,Scotland,,100000000,40000
434,NS23,Scotland,0,40000,0, ,Scotland,,100000000,40000
435,NS24,Scotland,0,40000,0, ,Scotland,,100000000,40000
436,NS25,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
437,NS26,Scotland,0,40000,0, ,Scotland,,100000000,40000
438,NS27,Scotland,0,40000,0, ,Scotland,,100000000,40000
439,NS29,Scotland,0,40000,0, ,Scotland,,100000000,40000
440,NN20,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
441,NN21,Scotland,0,40000,0, ,Scotland,,100000000,40000
442,NN22,Scotland,0,40000,0, ,Scotland,,100000000,40000
443,NN23,Scotland,0,40000,0, ,Scotland,,100000000,40000
444,NN24,Scotland,0,40000,0, ,Scotland,,100000000,40000
445,NN25,Scotland,0,40000,0, ,Scotland,,100000000,40000
446,NN26,Scotland,0,40000,0, ,Scotland,,100000000,40000
447,NN27,Scotland,0,40000,0, ,Scotland,,100000000,40000
448,NN28,Scotland,0,40000,0, ,Scotland,,100000000,40000
449,NN29,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
450,NH20,Scotland,0,40000,0, ,Scotland,,100000000,40000
451,NH21,Scotland,0,40000,0, ,Scotland,,100000000,40000
452,NH22,Scotland,0,40000,0, ,Scotland,,100000000,40000
453,NH23,Scotland,0,40000,0, ,Scotland,,100000000,40000
454,NH24,Scotland,0,40000,0, ,Scotland,,100000000,40000
455,NH25,Scotland,0,40000,0, ,Scotland,,100000000,40000
456,NH26,Scotland,0,40000,0, ,Scotland,,100000000,40000
457,NH27,Scotland,0,40000,0, ,Scotland,,100000000,40000
458,NH28,Scotland,0,40000,0, ,Scotland,,100000000,40000
459,NH29,Scotland,0,40000,0, ,Scotland,,100000000,40000
460,NC20,Scotland,0,40000,0, ,Scotland,,100000000,40000
461,NC21,Scotland,0,40000,0, ,Scotland,,100000000,40000
462,NC22,Scotland,0,40000,0, ,Scotland,,100000000,40000
463,NC23,Scotland,0,40000,0, ,Scotland,,100000000,40000
464,NC24,Scotland,0,40000,0, ,Scotland,,100000000,40000
465,NC25,Scotland,0,40000,0, ,Scotland,,100000000,40000
466,NC26,Scotland,0,40000,0, ,Scotland,,100000000,40000
467,NC27,Scotland,0,40000,0, ,Scotland,,100000000,40000
468,SX35,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
469,SX36,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
470,SX37,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
471,SX38,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
472,SX39,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
473,SS30,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
474,SS31,England,2020,40000,0, ,England,2020/01/01 00:00:00+00,100000000,40000
475,SS32,England,2020,40000,0, ,England,2020/01/01 00:00:00+00,100000000,40000
476,SS38,Wales,0,40000,0, ,Wales,,100000000,40000
477,SS39,Wales,0,40000,0, ,Wales,,100000000,40000
478,SN30,Wales,0,40000,0, ,Wales,,100000000,40000
479,SN31,Wales,2013,40000,0, ,Wales,2013/01/01 00:00:00+00,100000000,40000
480,SN32,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
481,SN33,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
482,SN34,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
483,SN35,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
484,SN36,Wales,0,40000,0, ,Wales,,100000000,40000
485,SH32,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
486,SH33,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
487,SH34,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
488,SH36,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
489,SH37,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
490,SH38,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
491,SH39,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
492,NX33,Scotland,0,40000,0, ,Scotland,,100000000,40000
493,NX34,Scotland,0,40000,0, ,Scotland,,100000000,40000
494,NX35,Scotland,0,40000,0, ,Scotland,,100000000,40000
495,NX36,Scotland,0,40000,0, ,Scotland,,100000000,40000
496,NX37,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
497,NX38,Scotland,0,40000,0, ,Scotland,,100000000,40000
498,NX39,Scotland,0,40000,0, ,Scotland,,100000000,40000
499,NS30,Scotland,0,40000,0, ,Scotland,,100000000,40000
500,NS31,Scotland,0,40000,0, ,Scotland,,100000000,40000
501,NS32,Scotland,0,40000,0, ,Scotland,,100000000,40000
502,NS33,Scotland,0,40000,0, ,Scotland,,100000000,40000
503,NS34,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
504,NS35,Scotland,0,40000,0, ,Scotland,,100000000,40000
505,NS36,Scotland,0,40000,0, ,Scotland,,100000000,40000
506,NS37,Scotland,0,40000,0, ,Scotland,,100000000,40000
507,NS38,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
508,NS39,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
509,NN30,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
510,NN31,Scotland,0,40000,0, ,Scotland,,100000000,40000
511,NN32,Scotland,0,40000,0, ,Scotland,,100000000,40000
512,NN33,Scotland,0,40000,0, ,Scotland,,100000000,40000
513,NN34,Scotland,0,40000,0, ,Scotland,,100000000,40000
514,NN35,Scotland,0,40000,0, ,Scotland,,100000000,40000
515,NN36,Scotland,0,40000,0, ,Scotland,,100000000,40000
516,NN37,Scotland,0,40000,0, ,Scotland,,100000000,40000
517,NN38,Scotland,0,40000,0, ,Scotland,,100000000,40000
518,NN39,Scotland,0,40000,0, ,Scotland,,100000000,40000
519,NH30,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
520,NH31,Scotland,0,40000,0, ,Scotland,,100000000,40000
521,NH32,Scotland,0,40000,0, ,Scotland,,100000000,40000
522,NH33,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
523,NH34,Scotland,0,40000,0, ,Scotland,,100000000,40000
524,NH35,Scotland,0,40000,0, ,Scotland,,100000000,40000
525,NH36,Scotland,0,40000,0, ,Scotland,,100000000,40000
526,NH37,Scotland,0,40000,0, ,Scotland,,100000000,40000
527,NH38,Scotland,0,40000,0, ,Scotland,,100000000,40000
528,NH39,Scotland,0,40000,0, ,Scotland,,100000000,40000
529,NC30,Scotland,0,40000,0, ,Scotland,,100000000,40000
530,NC31,Scotland,0,40000,0, ,Scotland,,100000000,40000
531,NC32,Scotland,0,40000,0, ,Scotland,,100000000,40000
532,NC33,Scotland,0,40000,0, ,Scotland,,100000000,40000
533,NC34,Scotland,0,40000,0, ,Scotland,,100000000,40000
534,NC35,Scotland,0,40000,0, ,Scotland,,100000000,40000
535,NC36,Scotland,0,40000,0, ,Scotland,,100000000,40000
536,NC37,Scotland,0,40000,0, ,Scotland,,100000000,40000
537,SX44,England,0,40000,0, ,England,,100000000,40000
538,SX45,England,2017,40000,0,YES,England,2017/01/01 00:00:00+00,100000000,40000
539,SX46,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
540,SX47,England,2020,40000,0, ,England,2020/01/01 00:00:00+00,100000000,40000
541,SX48,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
542,SX49,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
543,SS40,England,2021,40000,0, ,England,2021/01/01 00:00:00+00,100000000,40000
544,SS41,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
545,SS42,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
546,SS43,England,0,40000,0, ,England,,100000000,40000
547,SS44,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
548,SS48,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
549,SS49,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
550,SN40,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
551,SN41,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
552,SN42,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
553,SN43,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
554,SN44,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
555,SN45,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
556,SN46,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
557,SH43,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
558,SH44,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
559,SH45,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
560,SH46,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
561,SH47,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
562,SH48,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
563,SH49,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
564,NX43,Scotland,2022,40000,0, ,Scotland,2022/01/01 00:00:00+00,100000000,40000
565,NX44,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
566,NX45,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
567,NX46,Scotland,0,40000,0, ,Scotland,,100000000,40000
568,NX47,Scotland,0,40000,0, ,Scotland,,100000000,40000
569,NX48,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
570,NX49,Scotland,0,40000,0, ,Scotland,,100000000,40000
571,NS40,Scotland,0,40000,0, ,Scotland,,100000000,40000
572,NS41,Scotland,0,40000,0, ,Scotland,,100000000,40000
573,NS42,Scotland,0,40000,0, ,Scotland,,100000000,40000
574,NS43,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
575,NS44,Scotland,0,40000,0, ,Scotland,,100000000,40000
576,NS45,Scotland,0,40000,0, ,Scotland,,100000000,40000
577,NS46,Scotland,2016,40000,0, ,Scotland,2016/01/01 00:00:00+00,100000000,40000
578,NS47,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
579,NS48,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
580,NS49,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
581,NN40,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
582,NN41,Scotland,0,40000,0, ,Scotland,,100000000,40000
583,NN42,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
584,NN43,Scotland,0,40000,0, ,Scotland,,100000000,40000
585,NN44,Scotland,0,40000,0, ,Scotland,,100000000,40000
586,NN45,Scotland,0,40000,0, ,Scotland,,100000000,40000
587,NN46,Scotland,0,40000,0, ,Scotland,,100000000,40000
588,NN47,Scotland,0,40000,0, ,Scotland,,100000000,40000
589,NN48,Scotland,0,40000,0, ,Scotland,,100000000,40000
590,NN49,Scotland,0,40000,0, ,Scotland,,100000000,40000
591,NH40,Scotland,0,40000,0, ,Scotland,,100000000,40000
592,NH41,Scotland,0,40000,0, ,Scotland,,100000000,40000
593,NH42,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
594,NH43,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
595,NH44,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
596,NH45,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
597,NH46,Scotland,0,40000,0, ,Scotland,,100000000,40000
598,NH47,Scotland,0,40000,0, ,Scotland,,100000000,40000
599,NH48,Scotland,0,40000,0, ,Scotland,,100000000,40000
600,NH49,Scotland,0,40000,0, ,Scotland,,100000000,40000
601,NC40,Scotland,0,40000,0, ,Scotland,,100000000,40000
602,NC41,Scotland,0,40000,0, ,Scotland,,100000000,40000
603,NC42,Scotland,0,40000,0, ,Scotland,,100000000,40000
604,NC43,Scotland,0,40000,0, ,Scotland,,100000000,40000
605,NC44,Scotland,0,40000,0, ,Scotland,,100000000,40000
606,NC45,Scotland,0,40000,0, ,Scotland,,100000000,40000
607,NC46,Scotland,0,40000,0, ,Scotland,,100000000,40000
608,SX54,England,0,40000,0, ,England,,100000000,40000
609,SX55,England,2016,40000,0,YES,England,2016/01/01 00:00:00+00,100000000,40000
610,SX56,England,0,40000,0, ,England,,100000000,40000
611,SX57,England,0,40000,0, ,England,,100000000,40000
612,SX58,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
613,SX59,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
614,SS50,England,2019,40000,0, ,England,2019/01/01 00:00:00+00,100000000,40000
615,SS51,England,0,40000,0, ,England,,100000000,40000
616,SS52,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
617,SS53,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
618,SS54,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
619,SS58,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
620,SS59,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
621,SN50,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
622,SN51,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
623,SN52,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
624,SN53,Wales,2014,40000,0, ,Wales,2014/01/01 00:00:00+00,100000000,40000
625,SN54,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
626,SN55,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
627,SN56,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
628,SN57,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
629,SN58,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
630,SN59,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
631,SH50,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
632,SH52,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
633,SH53,Wales,2019,40000,0, ,Wales,2019/01/01 00:00:00+00,100000000,40000
634,SH54,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
635,SH55,Wales,2014,40000,0, ,Wales,2014/01/01 00:00:00+00,100000000,40000
636,SH56,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
637,SH57,Wales,2013,40000,0, ,Wales,2013/01/01 00:00:00+00,100000000,40000
638,SH59,Wales,0,40000,0, ,Wales,,100000000,40000
639,NX54,Scotland,0,40000,0, ,Scotland,,100000000,40000
640,NX55,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
641,NX56,Scotland,0,40000,0, ,Scotland,,100000000,40000
642,NX57,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
643,NX58,Scotland,0,40000,0, ,Scotland,,100000000,40000
644,NX59,Scotland,0,40000,0, ,Scotland,,100000000,40000
645,NS50,Scotland,0,40000,0, ,Scotland,,100000000,40000
646,NS51,Scotland,0,40000,0, ,Scotland,,100000000,40000
647,NS52,Scotland,0,40000,0, ,Scotland,,100000000,40000
648,NS53,Scotland,0,40000,0, ,Scotland,,100000000,40000
649,NS54,Scotland,0,40000,0, ,Scotland,,100000000,40000
650,NS55,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
651,NS56,Scotland,2016,40000,0, ,Scotland,2016/01/01 00:00:00+00,100000000,40000
652,NS57,Scotland,2016,40000,0, ,Scotland,2016/01/01 00:00:00+00,100000000,40000
653,NS58,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
654,NS59,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
655,NN50,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
656,NN51,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
657,NN52,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
658,NN53,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
659,NN54,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
660,NN55,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
661,NN56,Scotland,0,40000,0, ,Scotland,,100000000,40000
662,NN57,Scotland,0,40000,0, ,Scotland,,100000000,40000
663,NN58,Scotland,0,40000,0, ,Scotland,,100000000,40000
664,NN59,Scotland,0,40000,0, ,Scotland,,100000000,40000
665,NH50,Scotland,0,40000,0, ,Scotland,,100000000,40000
666,NH51,Scotland,0,40000,0, ,Scotland,,100000000,40000
667,NH52,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
668,NH53,Scotland,2019,40000,0, ,Scotland,2019/01/01 00:00:00+00,100000000,40000
669,NH54,Scotland,2020,40000,0, ,Scotland,2020/01/01 00:00:00+00,100000000,40000
670,NH55,Scotland,2017,40000,0, ,Scotland,2017/01/01 00:00:00+00,100000000,40000
671,NH56,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
672,NH57,Scotland,0,40000,0, ,Scotland,,100000000,40000
673,NH58,Scotland,0,40000,0, ,Scotland,,100000000,40000
674,NH59,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
675,NC50,Scotland,2021,40000,0, ,Scotland,2021/01/01 00:00:00+00,100000000,40000
676,NC51,Scotland,2015,40000,0, ,Scotland,2015/01/01 00:00:00+00,100000000,40000
677,NC52,Scotland,0,40000,0, ,Scotland,,100000000,40000
678,NC53,Scotland,0,40000,0, ,Scotland,,100000000,40000
679,NC54,Scotland,0,40000,0, ,Scotland,,100000000,40000
680,NC55,Scotland,0,40000,0, ,Scotland,,100000000,40000
681,NC56,Scotland,0,40000,0, ,Scotland,,100000000,40000
682,SX63,England,0,40000,0, ,England,,100000000,40000
683,SX64,England,0,40000,0, ,England,,100000000,40000
684,SX65,England,2018,40000,0, ,England,2018/01/01 00:00:00+00,100000000,40000
685,SX66,England,0,40000,0, ,England,,100000000,40000
686,SX67,England,0,40000,0, ,England,,100000000,40000
687,SX68,England,0,40000,0, ,England,,100000000,40000
688,SX69,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
689,SS60,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
690,SS61,England,2016,40000,0, ,England,2016/01/01 00:00:00+00,100000000,40000
691,SS62,England,2017,40000,0, ,England,2017/01/01 00:00:00+00,100000000,40000
692,SS63,England,0,40000,0, ,England,,100000000,40000
693,SS64,England,0,40000,0, ,England,,100000000,40000
694,SS68,Wales,0,40000,0, ,Wales,,100000000,40000
695,SS69,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
696,SN60,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
697,SN61,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
698,SN62,Wales,2014,40000,0, ,Wales,2014/01/01 00:00:00+00,100000000,40000
699,SN63,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
700,SN64,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
701,SN65,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
702,SN66,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
703,SN67,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
704,SN68,Wales,2015,40000,0, ,Wales,2015/01/01 00:00:00+00,100000000,40000
705,SN69,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
706,SH60,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
707,SH61,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
708,SH62,Wales,2016,40000,0, ,Wales,2016/01/01 00:00:00+00,100000000,40000
709,SH63,Wales,2017,40000,0, ,Wales,2017/01/01 00:00:00+00,100000000,40000
